Requested Pickup Time,Origin Lat,Origin Lng,Destination Lat,Destination Lng,Number of Passengers
2023-02-26 19:00:00,42.373714,-71.109985,42.381657,-71.11777,1
2023-02-26 19:00:00,42.372833,-71.10626,42.37669,-71.10991,1
2023-02-26 19:05:00,42.375057,-71.12424,42.37973,-71.11962,1
2023-02-26 19:05:00,42.366028,-71.11947,42.36692,-71.112885,1
2023-02-26 19:10:00,42.37019,-71.11379,42.37858,-71.12152,1
2023-02-26 19:10:00,42.376476,-71.109695,42.373535,-71.10702,1
2023-02-26 19:15:00,42.371304,-71.12039,42.376232,-71.121635,1
2023-02-26 19:15:00,42.376354,-71.117065,42.370056,-71.118225,1
2023-02-26 19:20:00,42.381298,-71.12555,42.365986,-71.11922,1
2023-02-26 19:20:00,42.374634,-71.12217,42.371334,-71.120735,1
2023-02-26 19:25:00,42.364967,-71.10854,42.38297,-71.12551,1
2023-02-26 19:25:00,42.381065,-71.12487,42.37481,-71.11281,1
2023-02-26 19:30:00,42.379677,-71.11663,42.36951,-71.1256,1
2023-02-26 19:30:00,42.374462,-71.11268,42.372326,-71.10709,1
2023-02-26 19:35:00,42.37912,-71.12264,42.371384,-71.11969,1
2023-02-26 19:35:00,42.375515,-71.1196,42.37829,-71.11701,1
2023-02-26 19:40:00,42.369316,-71.11907,42.38055,-71.122,1
2023-02-26 19:40:00,42.368984,-71.1028,42.37869,-71.11077,1
2023-02-26 19:45:00,42.366913,-71.118835,42.373318,-71.10675,1
2023-02-26 19:45:00,42.370205,-71.108055,42.379917,-71.126945,1
2023-02-26 19:50:00,42.372997,-71.11043,42.36842,-71.111855,1
2023-02-26 19:50:00,42.377106,-71.12294,42.378338,-71.107605,1
2023-02-26 19:55:00,42.378586,-71.11463,42.365032,-71.10836,1
2023-02-26 19:55:00,42.366924,-71.10788,42.370415,-71.12078,1
2023-02-26 20:00:00,42.381546,-71.11895,42.37982,-71.10907,1
2023-02-26 20:00:00,42.366966,-71.12054,42.37325,-71.12415,1
2023-02-26 20:05:00,42.375744,-71.11688,42.36908,-71.11744,1
2023-02-26 20:05:00,42.371414,-71.120316,42.37644,-71.11219,1
2023-02-26 20:10:00,42.36952,-71.11144,42.37133,-71.11058,1
2023-02-26 20:10:00,42.38062,-71.11894,42.382145,-71.12111,1
2023-02-26 20:15:00,42.3653,-71.097374,42.369633,-71.12072,1
2023-02-26 20:15:00,42.378017,-71.118,42.368927,-71.113625,1
2023-02-26 20:20:00,42.367256,-71.1192,42.373444,-71.10862,1
2023-02-26 20:20:00,42.37443,-71.11967,42.375385,-71.129295,1
2023-02-26 20:25:00,42.368984,-71.111885,42.36658,-71.114944,1
2023-02-26 20:25:00,42.374615,-71.12081,42.372643,-71.11478,1
2023-02-26 20:30:00,42.36902,-71.11453,42.37556,-71.110596,1
2023-02-26 20:30:00,42.369946,-71.11258,42.378494,-71.10844,1
2023-02-26 20:35:00,42.366703,-71.11939,42.379475,-71.11817,1
2023-02-26 20:35:00,42.36882,-71.11474,42.37549,-71.111046,1
2023-02-26 20:40:00,42.37112,-71.11524,42.36172,-71.13029,1
2023-02-26 20:40:00,42.36922,-71.116005,42.370113,-71.12401,1
2023-02-26 20:45:00,42.36559,-71.11895,42.372437,-71.11807,1
2023-02-26 20:45:00,42.371975,-71.11984,42.374302,-71.11054,1
2023-02-26 20:50:00,42.368427,-71.120575,42.36912,-71.11646,1
2023-02-26 20:50:00,42.37865,-71.11048,42.372158,-71.115,1
2023-02-26 20:55:00,42.371258,-71.124695,42.366077,-71.11306,1
2023-02-26 20:55:00,42.36898,-71.1068,42.378056,-71.127235,1
2023-02-26 21:00:00,42.376163,-71.11582,42.37318,-71.10912,1
2023-02-26 21:00:00,42.374676,-71.11896,42.37954,-71.1225,1
2023-02-26 21:05:00,42.376163,-71.12206,42.37298,-71.10496,1
2023-02-26 21:05:00,42.36866,-71.11976,42.368782,-71.117035,1
2023-02-26 21:10:00,42.38037,-71.11797,42.376167,-71.10541,1
2023-02-26 21:10:00,42.37105,-71.10386,42.36942,-71.12678,1
2023-02-26 21:15:00,42.37775,-71.10893,42.372993,-71.106544,1
2023-02-26 21:15:00,42.37855,-71.12256,42.36596,-71.1259,1
2023-02-26 21:20:00,42.37866,-71.1196,42.372585,-71.11663,1
2023-02-26 21:20:00,42.367664,-71.11099,42.370823,-71.11807,1
2023-02-26 21:25:00,42.374615,-71.1179,42.37439,-71.10832,1
2023-02-26 21:25:00,42.37529,-71.11816,42.36944,-71.120605,1
2023-02-26 21:30:00,42.378113,-71.11488,42.37533,-71.110634,1
2023-02-26 21:30:00,42.36459,-71.12263,42.37453,-71.122215,1
2023-02-26 21:35:00,42.3707,-71.114296,42.38146,-71.11818,1
2023-02-26 21:35:00,42.373646,-71.11606,42.368633,-71.125656,1
2023-02-26 21:40:00,42.376278,-71.11662,42.384003,-71.127464,1
2023-02-26 21:40:00,42.369816,-71.119774,42.385315,-71.12479,1
2023-02-26 21:45:00,42.38069,-71.12016,42.36783,-71.12101,1
2023-02-26 21:45:00,42.37002,-71.11984,42.3748,-71.11105,1
2023-02-26 21:50:00,42.376183,-71.11979,42.372955,-71.107834,1
2023-02-26 21:50:00,42.379063,-71.10964,42.36871,-71.1163,1
2023-02-26 21:55:00,42.37075,-71.1124,42.375492,-71.12689,1
2023-02-26 21:55:00,42.366566,-71.114944,42.373013,-71.11497,1
2023-02-26 22:00:00,42.367027,-71.123116,42.371864,-71.113266,1
2023-02-26 22:00:00,42.378273,-71.11919,42.371017,-71.112144,1
2023-02-26 22:05:00,42.369884,-71.11958,42.37475,-71.12012,1
2023-02-26 22:05:00,42.37995,-71.11969,42.378883,-71.11571,1
2023-02-26 22:10:00,42.36783,-71.10733,42.371243,-71.11465,1
2023-02-26 22:10:00,42.366684,-71.12266,42.383408,-71.123505,1
2023-02-26 22:15:00,42.376095,-71.11869,42.376526,-71.105064,1
2023-02-26 22:15:00,42.376163,-71.1189,42.375668,-71.11141,1
2023-02-26 22:20:00,42.37476,-71.11765,42.36596,-71.11641,1
2023-02-26 22:20:00,42.379745,-71.1209,42.373863,-71.120445,1
2023-02-26 22:25:00,42.38072,-71.11809,42.37831,-71.11503,1
2023-02-26 22:25:00,42.37511,-71.117905,42.36959,-71.1135,1
2023-02-26 22:30:00,42.37116,-71.11882,42.381687,-71.12413,1
2023-02-26 22:30:00,42.37646,-71.11797,42.37634,-71.10276,1
2023-02-26 22:35:00,42.372826,-71.1172,42.379375,-71.12274,1
2023-02-26 22:35:00,42.368996,-71.118935,42.381767,-71.122,1
2023-02-26 22:40:00,42.37757,-71.11805,42.367146,-71.10953,1
2023-02-26 22:40:00,42.3747,-71.11953,42.378162,-71.11643,1
2023-02-26 22:45:00,42.374393,-71.11978,42.371777,-71.11441,1
2023-02-26 22:45:00,42.36693,-71.11281,42.37794,-71.11759,1
2023-02-26 22:50:00,42.373844,-71.11283,42.36845,-71.11509,1
2023-02-26 22:50:00,42.375904,-71.120804,42.37481,-71.11836,1
2023-02-26 22:55:00,42.372658,-71.11928,42.36823,-71.11695,1
2023-02-26 22:55:00,42.372425,-71.121346,42.374577,-71.112495,1
2023-02-26 23:00:00,42.372604,-71.1123,42.381832,-71.11755,1
2023-02-26 23:00:00,42.379932,-71.1194,42.368122,-71.1165,1
2023-02-26 23:05:00,42.37777,-71.112755,42.377464,-71.121475,1
2023-02-26 23:05:00,42.374798,-71.11913,42.38006,-71.12414,1
2023-02-26 23:10:00,42.374733,-71.115555,42.36848,-71.11947,1
2023-02-26 23:10:00,42.383736,-71.12336,42.37022,-71.11364,1
2023-02-26 23:15:00,42.37072,-71.11858,42.377106,-71.125015,1
2023-02-26 23:15:00,42.3794,-71.11879,42.367737,-71.11498,1
2023-02-26 23:20:00,42.36881,-71.11985,42.376225,-71.11587,1
2023-02-26 23:20:00,42.381588,-71.12211,42.3704,-71.111534,1
2023-02-26 23:25:00,42.372673,-71.11622,42.376225,-71.12225,1
2023-02-26 23:25:00,42.37021,-71.11954,42.374466,-71.122246,1
2023-02-26 23:30:00,42.375668,-71.119965,42.373142,-71.11113,1
2023-02-26 23:30:00,42.375996,-71.10871,42.37253,-71.12443,1
2023-02-26 23:35:00,42.37292,-71.11975,42.367092,-71.123405,1
2023-02-26 23:35:00,42.372375,-71.11767,42.374878,-71.10881,1
2023-02-26 23:40:00,42.371475,-71.11782,42.379612,-71.12221,1
2023-02-26 23:40:00,42.36772,-71.111115,42.365086,-71.12151,1
2023-02-26 23:45:00,42.37015,-71.11921,42.374817,-71.11298,1
2023-02-26 23:45:00,42.371548,-71.117935,42.383068,-71.123505,1
2023-02-26 23:50:00,42.364105,-71.10816,42.370667,-71.12063,1
2023-02-26 23:50:00,42.378315,-71.11814,42.36848,-71.11501,1
2023-02-26 23:55:00,42.373543,-71.115845,42.377094,-71.112206,1
2023-02-26 23:55:00,42.36701,-71.112236,42.382416,-71.12543,1
2023-02-27 00:00:00,42.376534,-71.11781,42.367966,-71.10888,1
2023-02-27 00:00:00,42.372375,-71.11736,42.378803,-71.12282,1
2023-02-27 00:05:00,42.379066,-71.11827,42.372005,-71.11115,1
2023-02-27 00:05:00,42.374294,-71.1213,42.36379,-71.125435,1
2023-02-27 00:10:00,42.37053,-71.11768,42.379433,-71.1234,1
2023-02-27 00:10:00,42.370445,-71.11791,42.373707,-71.10764,1
2023-02-27 00:10:00,42.373173,-71.120224,42.37506,-71.12256,1
2023-02-27 00:15:00,42.375263,-71.10756,42.375042,-71.12469,1
2023-02-27 00:15:00,42.377033,-71.11863,42.36594,-71.12582,1
2023-02-27 00:20:00,42.37535,-71.11949,42.37183,-71.112915,1
2023-02-27 00:20:00,42.377182,-71.11545,42.382343,-71.11488,1
2023-02-27 00:25:00,42.369015,-71.11605,42.360863,-71.13,1
2023-02-27 00:25:00,42.371178,-71.11841,42.3688,-71.12047,1
2023-02-27 00:30:00,42.36584,-71.12289,42.36907,-71.11314,1
2023-02-27 00:30:00,42.37577,-71.11629,42.367725,-71.118,1
2023-02-27 00:35:00,42.374054,-71.12001,42.371387,-71.125984,1
2023-02-27 00:35:00,42.36624,-71.102844,42.371975,-71.12035,1
2023-02-27 00:40:00,42.37279,-71.11801,42.37303,-71.10701,1
2023-02-27 00:40:00,42.37295,-71.11736,42.37745,-71.10719,1
2023-02-27 00:45:00,42.374577,-71.12208,42.37146,-71.12341,1
2023-02-27 00:45:00,42.36779,-71.11291,42.36137,-71.12623,1
2023-02-27 00:50:00,42.371506,-71.11839,42.381413,-71.12345,1
2023-02-27 00:50:00,42.3756,-71.11699,42.382385,-71.11572,1
2023-02-27 00:55:00,42.37461,-71.11525,42.371555,-71.11103,1
2023-02-27 00:55:00,42.375256,-71.11552,42.37327,-71.10454,1
2023-02-27 01:00:00,42.362774,-71.12556,42.36684,-71.12043,1
2023-02-27 01:00:00,42.377853,-71.11843,42.371525,-71.107735,1
2023-02-27 01:05:00,42.3731,-71.11541,42.37605,-71.102425,1
2023-02-27 01:05:00,42.37392,-71.11551,42.375923,-71.10844,1
2023-02-27 01:10:00,42.375637,-71.11788,42.376118,-71.1161,1
2023-02-27 01:10:00,42.372753,-71.11765,42.377914,-71.11636,1
2023-02-27 01:15:00,42.377964,-71.11203,42.37488,-71.11688,1
2023-02-27 01:15:00,42.36743,-71.1208,42.37542,-71.11783,1
2023-02-27 01:20:00,42.368237,-71.122536,42.37475,-71.11554,1
2023-02-27 01:20:00,42.37423,-71.110634,42.379234,-71.11569,1
2023-02-27 01:25:00,42.37241,-71.11814,42.378326,-71.11737,1
2023-02-27 01:25:00,42.36786,-71.1211,42.37449,-71.11951,1
2023-02-27 01:30:00,42.37234,-71.119415,42.36703,-71.12361,1
2023-02-27 01:30:00,42.36676,-71.1143,42.37013,-71.11465,1
2023-02-27 01:35:00,42.36775,-71.11775,42.367588,-71.11859,1
2023-02-27 01:35:00,42.37996,-71.12214,42.36827,-71.111404,1
2023-02-27 01:40:00,42.365913,-71.11998,42.372757,-71.127884,1
2023-02-27 01:40:00,42.374752,-71.116585,42.374447,-71.11493,1
2023-02-27 01:45:00,42.374104,-71.12404,42.371956,-71.1153,1
2023-02-27 01:45:00,42.365208,-71.12401,42.37698,-71.1195,1
2023-02-27 01:50:00,42.36754,-71.12042,42.375763,-71.11167,1
2023-02-27 01:50:00,42.376465,-71.11639,42.371597,-71.11248,1
2023-02-27 01:55:00,42.37203,-71.118,42.380466,-71.12252,1
2023-02-27 01:55:00,42.377247,-71.11661,42.384113,-71.11383,1
