Requested Pickup Time,Origin Lat,Origin Lng,Destination Lat,Destination Lng,Number of Passengers
2023-02-25 19:00:00,42.36769,-71.1103,42.368202,-71.120926,1
2023-02-25 19:00:00,42.379295,-71.1133,42.37815,-71.11824,1
2023-02-25 19:05:00,42.371624,-71.11371,42.37294,-71.12445,1
2023-02-25 19:05:00,42.37028,-71.10665,42.376686,-71.11499,1
2023-02-25 19:10:00,42.373802,-71.11489,42.369854,-71.11772,1
2023-02-25 19:10:00,42.373024,-71.11026,42.366123,-71.125885,1
2023-02-25 19:15:00,42.379627,-71.117836,42.37105,-71.11155,1
2023-02-25 19:15:00,42.36835,-71.11338,42.37669,-71.113075,1
2023-02-25 19:20:00,42.36889,-71.12232,42.37068,-71.11603,1
2023-02-25 19:20:00,42.36273,-71.12929,42.369877,-71.11178,1
2023-02-25 19:25:00,42.369263,-71.1247,42.36966,-71.122,1
2023-02-25 19:25:00,42.37798,-71.11335,42.371494,-71.10471,1
2023-02-25 19:30:00,42.36839,-71.12047,42.36712,-71.11408,1
2023-02-25 19:30:00,42.377354,-71.11476,42.37848,-71.118744,1
2023-02-25 19:35:00,42.37485,-71.11771,42.36738,-71.1073,1
2023-02-25 19:35:00,42.369595,-71.119514,42.367664,-71.12855,1
2023-02-25 19:40:00,42.365097,-71.124016,42.37387,-71.105316,1
2023-02-25 19:40:00,42.37252,-71.111916,42.373272,-71.11706,1
2023-02-25 19:45:00,42.374012,-71.11726,42.373207,-71.12362,1
2023-02-25 19:45:00,42.381405,-71.12104,42.370396,-71.11086,1
2023-02-25 19:50:00,42.37059,-71.12201,42.36919,-71.108505,1
2023-02-25 19:50:00,42.370785,-71.11785,42.375175,-71.10342,1
2023-02-25 19:55:00,42.377926,-71.11927,42.378933,-71.115456,1
2023-02-25 19:55:00,42.370895,-71.10795,42.37941,-71.11354,1
2023-02-25 20:00:00,42.370556,-71.120155,42.36952,-71.10445,1
2023-02-25 20:00:00,42.36677,-71.118454,42.38233,-71.125,1
2023-02-25 20:05:00,42.370296,-71.11639,42.367794,-71.1099,1
2023-02-25 20:05:00,42.36912,-71.11202,42.37385,-71.12934,1
2023-02-25 20:10:00,42.37678,-71.12395,42.371754,-71.116356,1
2023-02-25 20:10:00,42.37242,-71.11316,42.36575,-71.12099,1
2023-02-25 20:15:00,42.37734,-71.11967,42.374435,-71.1077,1
2023-02-25 20:15:00,42.37558,-71.11572,42.369953,-71.11009,1
2023-02-25 20:20:00,42.379543,-71.11869,42.364277,-71.11643,1
2023-02-25 20:20:00,42.378708,-71.12291,42.366238,-71.12388,1
2023-02-25 20:25:00,42.371254,-71.11484,42.372814,-71.10851,1
2023-02-25 20:25:00,42.37854,-71.11357,42.366287,-71.11052,1
2023-02-25 20:30:00,42.3662,-71.12243,42.371223,-71.11936,1
2023-02-25 20:30:00,42.369667,-71.1122,42.367462,-71.1247,1
2023-02-25 20:35:00,42.37208,-71.118286,42.366924,-71.12437,1
2023-02-25 20:35:00,42.372295,-71.11634,42.377247,-71.104706,1
2023-02-25 20:40:00,42.378334,-71.12066,42.369778,-71.119484,1
2023-02-25 20:40:00,42.3766,-71.126015,42.365417,-71.11946,1
2023-02-25 20:45:00,42.375454,-71.120834,42.37054,-71.10834,1
2023-02-25 20:45:00,42.377106,-71.11422,42.376873,-71.11631,1
2023-02-25 20:50:00,42.365726,-71.122284,42.38047,-71.120125,1
2023-02-25 20:50:00,42.375015,-71.11761,42.368755,-71.12394,1
2023-02-25 20:55:00,42.381294,-71.11621,42.365128,-71.12036,1
2023-02-25 20:55:00,42.370243,-71.12367,42.37245,-71.108696,1
2023-02-25 21:00:00,42.36971,-71.11852,42.374916,-71.117355,1
2023-02-25 21:00:00,42.37528,-71.117035,42.3818,-71.11628,1
2023-02-25 21:05:00,42.37562,-71.11822,42.37458,-71.10702,1
2023-02-25 21:05:00,42.37104,-71.11353,42.37374,-71.112946,1
2023-02-25 21:10:00,42.37018,-71.11776,42.378742,-71.12126,1
2023-02-25 21:10:00,42.378532,-71.114365,42.371906,-71.115,1
2023-02-25 21:15:00,42.37765,-71.123184,42.373955,-71.11903,1
2023-02-25 21:15:00,42.375984,-71.120476,42.37689,-71.10691,1
2023-02-25 21:20:00,42.373306,-71.113174,42.38029,-71.12272,1
2023-02-25 21:20:00,42.38164,-71.11456,42.36609,-71.121155,1
2023-02-25 21:25:00,42.367523,-71.12291,42.372093,-71.11474,1
2023-02-25 21:25:00,42.369984,-71.11871,42.372665,-71.11204,1
2023-02-25 21:30:00,42.3655,-71.12274,42.371437,-71.10747,1
2023-02-25 21:30:00,42.373886,-71.1085,42.370464,-71.110306,1
2023-02-25 21:35:00,42.379772,-71.11816,42.377686,-71.10944,1
2023-02-25 21:35:00,42.37192,-71.119194,42.371857,-71.12377,1
2023-02-25 21:40:00,42.373745,-71.12442,42.377003,-71.110374,1
2023-02-25 21:40:00,42.372574,-71.11586,42.378414,-71.12199,1
2023-02-25 21:45:00,42.37062,-71.117096,42.3799,-71.12717,1
2023-02-25 21:45:00,42.37014,-71.11924,42.382732,-71.12012,1
2023-02-25 21:50:00,42.377224,-71.117645,42.36772,-71.11797,1
2023-02-25 21:50:00,42.369328,-71.12273,42.364132,-71.123024,1
2023-02-25 21:55:00,42.37043,-71.12008,42.37583,-71.105606,1
2023-02-25 21:55:00,42.369682,-71.11576,42.381767,-71.1246,1
2023-02-25 22:00:00,42.36958,-71.11484,42.382526,-71.12203,1
2023-02-25 22:00:00,42.376083,-71.11813,42.375835,-71.10798,1
2023-02-25 22:05:00,42.376587,-71.12322,42.36822,-71.11362,1
2023-02-25 22:05:00,42.3705,-71.112015,42.38158,-71.124214,1
2023-02-25 22:10:00,42.370388,-71.10973,42.364433,-71.12733,1
2023-02-25 22:10:00,42.370674,-71.11984,42.3805,-71.12379,1
2023-02-25 22:15:00,42.373066,-71.12104,42.364456,-71.129295,1
2023-02-25 22:15:00,42.375347,-71.118324,42.378017,-71.11699,1
2023-02-25 22:20:00,42.374813,-71.12142,42.371216,-71.10804,1
2023-02-25 22:20:00,42.362606,-71.126656,42.378273,-71.12386,1
2023-02-25 22:25:00,42.377686,-71.114716,42.36893,-71.107605,1
2023-02-25 22:25:00,42.369247,-71.11977,42.3681,-71.12441,1
2023-02-25 22:30:00,42.374264,-71.11835,42.37245,-71.10256,1
2023-02-25 22:30:00,42.37573,-71.10946,42.36782,-71.12283,1
2023-02-25 22:35:00,42.381077,-71.11848,42.370934,-71.113884,1
2023-02-25 22:35:00,42.36908,-71.11892,42.38057,-71.12839,1
2023-02-25 22:40:00,42.369106,-71.108734,42.37555,-71.12265,1
2023-02-25 22:40:00,42.368618,-71.1144,42.365784,-71.13288,1
2023-02-25 22:45:00,42.367558,-71.105194,42.370712,-71.11345,1
2023-02-25 22:45:00,42.361725,-71.12224,42.372112,-71.10795,1
2023-02-25 22:50:00,42.365295,-71.12205,42.367626,-71.1134,1
2023-02-25 22:50:00,42.370346,-71.1111,42.36813,-71.12556,1
2023-02-25 22:55:00,42.368885,-71.116776,42.381813,-71.12614,1
2023-02-25 22:55:00,42.370243,-71.1179,42.379208,-71.123405,1
2023-02-25 23:00:00,42.367798,-71.104645,42.364014,-71.121895,1
2023-02-25 23:00:00,42.378315,-71.11613,42.370636,-71.10743,1
2023-02-25 23:05:00,42.369717,-71.114876,42.3701,-71.12615,1
2023-02-25 23:05:00,42.378292,-71.11434,42.378937,-71.11737,1
2023-02-25 23:10:00,42.377365,-71.119804,42.372158,-71.11054,1
2023-02-25 23:10:00,42.37881,-71.12434,42.368984,-71.11564,1
2023-02-25 23:15:00,42.369305,-71.110695,42.374157,-71.123085,1
2023-02-25 23:15:00,42.375183,-71.11546,42.36603,-71.12093,1
2023-02-25 23:20:00,42.376278,-71.1211,42.36917,-71.11762,1
2023-02-25 23:20:00,42.372547,-71.117775,42.38416,-71.12599,1
2023-02-25 23:25:00,42.370747,-71.11178,42.36212,-71.126755,1
2023-02-25 23:25:00,42.370167,-71.11649,42.38155,-71.121765,1
2023-02-25 23:30:00,42.38088,-71.12213,42.37114,-71.118004,1
2023-02-25 23:30:00,42.376015,-71.106895,42.379364,-71.1128,1
2023-02-25 23:35:00,42.373665,-71.114815,42.377552,-71.10501,1
2023-02-25 23:35:00,42.374603,-71.115845,42.37128,-71.11416,1
2023-02-25 23:40:00,42.376305,-71.11397,42.37021,-71.11314,1
2023-02-25 23:40:00,42.366943,-71.10809,42.377922,-71.12704,1
2023-02-25 23:45:00,42.375935,-71.12213,42.375,-71.11528,1
2023-02-25 23:45:00,42.369686,-71.11938,42.377193,-71.12017,1
2023-02-25 23:50:00,42.375813,-71.11665,42.380413,-71.11705,1
2023-02-25 23:50:00,42.37729,-71.120125,42.379135,-71.12081,1
2023-02-25 23:55:00,42.38091,-71.11843,42.37367,-71.11841,1
2023-02-25 23:55:00,42.37796,-71.12119,42.37085,-71.11504,1
2023-02-26 00:00:00,42.37549,-71.118805,42.38265,-71.11316,1
2023-02-26 00:00:00,42.377083,-71.121864,42.372078,-71.11487,1
2023-02-26 00:05:00,42.368145,-71.10647,42.369488,-71.11884,1
2023-02-26 00:05:00,42.37192,-71.11814,42.379944,-71.12419,1
2023-02-26 00:10:00,42.373066,-71.1128,42.36803,-71.11942,1
2023-02-26 00:10:00,42.36688,-71.12266,42.376373,-71.112686,1
2023-02-26 00:15:00,42.377266,-71.119514,42.368195,-71.11823,1
2023-02-26 00:15:00,42.37318,-71.11712,42.38236,-71.126945,1
2023-02-26 00:20:00,42.369347,-71.11825,42.380417,-71.12875,1
2023-02-26 00:20:00,42.370075,-71.11311,42.378494,-71.12244,1
2023-02-26 00:25:00,42.380306,-71.11453,42.382896,-71.12053,1
2023-02-26 00:25:00,42.37369,-71.11736,42.383785,-71.11579,1
2023-02-26 00:30:00,42.37162,-71.11723,42.379917,-71.12302,1
2023-02-26 00:30:00,42.37742,-71.11488,42.367817,-71.11608,1
2023-02-26 00:35:00,42.37541,-71.118385,42.373936,-71.117676,1
2023-02-26 00:35:00,42.371372,-71.1152,42.38248,-71.12506,1
2023-02-26 00:40:00,42.3774,-71.1222,42.376797,-71.120094,1
2023-02-26 00:40:00,42.37405,-71.11749,42.368034,-71.11333,1
2023-02-26 00:45:00,42.36886,-71.11096,42.374176,-71.11407,1
2023-02-26 00:45:00,42.377472,-71.12078,42.371483,-71.11777,1
2023-02-26 00:50:00,42.369617,-71.11787,42.38116,-71.121216,1
2023-02-26 00:50:00,42.37143,-71.117195,42.376385,-71.118996,1
2023-02-26 00:55:00,42.378426,-71.11922,42.367653,-71.121376,1
2023-02-26 00:55:00,42.37951,-71.12169,42.36834,-71.12062,1
2023-02-26 01:00:00,42.37115,-71.11768,42.381187,-71.124916,1
2023-02-26 01:00:00,42.37858,-71.11545,42.377117,-71.123344,1
2023-02-26 01:05:00,42.375683,-71.10891,42.3732,-71.115265,1
2023-02-26 01:05:00,42.382042,-71.12174,42.374187,-71.114265,1
2023-02-26 01:10:00,42.369526,-71.11873,42.37612,-71.11721,1
2023-02-26 01:10:00,42.370567,-71.121056,42.376896,-71.11404,1
2023-02-26 01:15:00,42.36485,-71.11836,42.383686,-71.124306,1
2023-02-26 01:15:00,42.374542,-71.11343,42.366096,-71.12215,1
2023-02-26 01:20:00,42.37253,-71.115074,42.379364,-71.121735,1
2023-02-26 01:20:00,42.373886,-71.11523,42.365967,-71.11932,1
2023-02-26 01:25:00,42.369347,-71.12269,42.36842,-71.11628,1
2023-02-26 01:25:00,42.381813,-71.12116,42.37571,-71.11578,1
2023-02-26 01:30:00,42.36788,-71.118675,42.37507,-71.1184,1
2023-02-26 01:30:00,42.364685,-71.12514,42.380608,-71.12585,1
2023-02-26 01:35:00,42.366035,-71.12197,42.381115,-71.128044,1
2023-02-26 01:35:00,42.37103,-71.11499,42.382717,-71.12353,1
2023-02-26 01:40:00,42.37616,-71.11614,42.376537,-71.11198,1
2023-02-26 01:40:00,42.378136,-71.11919,42.368748,-71.11152,1
2023-02-26 01:45:00,42.376713,-71.12114,42.37524,-71.1174,1
2023-02-26 01:45:00,42.37042,-71.10946,42.371384,-71.1231,1
2023-02-26 01:50:00,42.370296,-71.11139,42.37685,-71.11943,1
2023-02-26 01:50:00,42.377,-71.11407,42.369473,-71.10873,1
2023-02-26 01:55:00,42.37313,-71.11427,42.367176,-71.11148,1
2023-02-26 01:55:00,42.371857,-71.11549,42.376995,-71.108315,1
