Requested Pickup Time,Origin Lat,Origin Lng,Destination Lat,Destination Lng,Number of Passengers
2023-02-28 19:00:00,42.369366,-71.10907,42.374435,-71.11489,1
2023-02-28 19:00:00,42.37081,-71.11596,42.37556,-71.11496,1
2023-02-28 19:05:00,42.369087,-71.121376,42.364662,-71.12757,1
2023-02-28 19:05:00,42.375816,-71.1164,42.374115,-71.105125,1
2023-02-28 19:10:00,42.37085,-71.11418,42.37694,-71.11713,1
2023-02-28 19:10:00,42.371628,-71.11892,42.375317,-71.11452,1
2023-02-28 19:15:00,42.37068,-71.122345,42.374516,-71.11647,1
2023-02-28 19:15:00,42.372196,-71.113045,42.361744,-71.13045,1
2023-02-28 19:20:00,42.363483,-71.12926,42.367767,-71.11318,1
2023-02-28 19:20:00,42.372906,-71.11923,42.37886,-71.11694,1
2023-02-28 19:25:00,42.37058,-71.11746,42.378822,-71.12862,1
2023-02-28 19:25:00,42.364582,-71.125,42.364815,-71.1121,1
2023-02-28 19:30:00,42.37059,-71.11621,42.37358,-71.122475,1
2023-02-28 19:30:00,42.370823,-71.12256,42.372383,-71.10753,1
2023-02-28 19:35:00,42.37382,-71.11798,42.36612,-71.124146,1
2023-02-28 19:35:00,42.359478,-71.13307,42.363945,-71.1159,1
2023-02-28 19:40:00,42.36309,-71.12647,42.369587,-71.1126,1
2023-02-28 19:40:00,42.369995,-71.101746,42.36632,-71.12177,1
2023-02-28 19:45:00,42.36563,-71.12423,42.373123,-71.11944,1
2023-02-28 19:45:00,42.378365,-71.11591,42.36664,-71.118256,1
2023-02-28 19:50:00,42.36816,-71.119774,42.372074,-71.12145,1
2023-02-28 19:50:00,42.370472,-71.11675,42.37782,-71.118835,1
2023-02-28 19:55:00,42.37371,-71.113686,42.371113,-71.11883,1
2023-02-28 19:55:00,42.378872,-71.12253,42.373432,-71.11271,1
2023-02-28 20:00:00,42.365425,-71.1156,42.370087,-71.12491,1
2023-02-28 20:00:00,42.368008,-71.11444,42.373325,-71.123535,1
2023-02-28 20:05:00,42.371384,-71.11818,42.37932,-71.11516,1
2023-02-28 20:05:00,42.377132,-71.11556,42.373333,-71.10858,1
2023-02-28 20:10:00,42.37754,-71.116295,42.38243,-71.11538,1
2023-02-28 20:10:00,42.371567,-71.11869,42.367607,-71.123,1
2023-02-28 20:15:00,42.36956,-71.12461,42.379448,-71.12522,1
2023-02-28 20:15:00,42.36733,-71.1237,42.375652,-71.11573,1
2023-02-28 20:20:00,42.37092,-71.11878,42.379513,-71.11323,1
2023-02-28 20:20:00,42.37437,-71.11687,42.37604,-71.10345,1
2023-02-28 20:25:00,42.37823,-71.11115,42.374035,-71.11904,1
2023-02-28 20:25:00,42.375267,-71.1185,42.380474,-71.112724,1
2023-02-28 20:30:00,42.36572,-71.12298,42.38044,-71.12574,1
2023-02-28 20:30:00,42.37377,-71.11952,42.379757,-71.113686,1
2023-02-28 20:35:00,42.37347,-71.12206,42.37619,-71.10525,1
2023-02-28 20:35:00,42.380974,-71.12482,42.376644,-71.11496,1
2023-02-28 20:40:00,42.379356,-71.11749,42.368977,-71.10541,1
