Requested Pickup Time,Origin Lat,Origin Lng,Destination Lat,Destination Lng,Number of Passengers
2023-02-26 19:00:00,42.377136,-71.10742,42.372147,-71.11986,1
2023-02-26 19:00:00,42.382122,-71.12152,42.370968,-71.11806,1
2023-02-26 19:05:00,42.36351,-71.10618,42.372,-71.11222,1
2023-02-26 19:05:00,42.371696,-71.12091,42.375515,-71.11386,1
2023-02-26 19:10:00,42.38081,-71.120445,42.37243,-71.11009,1
2023-02-26 19:10:00,42.37235,-71.12027,42.377193,-71.104126,1
2023-02-26 19:15:00,42.363735,-71.11418,42.380283,-71.1173,1
2023-02-26 19:15:00,42.369324,-71.11343,42.37328,-71.124725,1
2023-02-26 19:20:00,42.36834,-71.113754,42.382675,-71.12429,1
2023-02-26 19:20:00,42.374332,-71.11632,42.380013,-71.11739,1
2023-02-26 19:25:00,42.38556,-71.12611,42.37157,-71.11949,1
2023-02-26 19:25:00,42.3743,-71.11857,42.37258,-71.11853,1
2023-02-26 19:30:00,42.37286,-71.114685,42.37798,-71.118225,1
2023-02-26 19:30:00,42.38043,-71.11899,42.37149,-71.11939,1
2023-02-26 19:35:00,42.37634,-71.11871,42.371544,-71.11005,1
2023-02-26 19:35:00,42.372692,-71.11644,42.372314,-71.1058,1
2023-02-26 19:40:00,42.372814,-71.12028,42.371418,-71.12304,1
2023-02-26 19:40:00,42.374855,-71.11737,42.382465,-71.1218,1
2023-02-26 19:45:00,42.367207,-71.11106,42.374187,-71.113144,1
2023-02-26 19:45:00,42.379787,-71.11068,42.375004,-71.11516,1
2023-02-26 19:50:00,42.382088,-71.120865,42.374893,-71.12145,1
2023-02-26 19:50:00,42.364765,-71.116585,42.374798,-71.104546,1
2023-02-26 19:55:00,42.370884,-71.10644,42.370903,-71.10779,1
2023-02-26 19:55:00,42.375153,-71.106125,42.37811,-71.11421,1
2023-02-26 20:00:00,42.373272,-71.119316,42.381443,-71.11796,1
2023-02-26 20:00:00,42.367535,-71.11801,42.372875,-71.10686,1
2023-02-26 20:05:00,42.368244,-71.12601,42.37125,-71.11989,1
2023-02-26 20:05:00,42.372936,-71.121086,42.37971,-71.127174,1
2023-02-26 20:10:00,42.362324,-71.109886,42.38142,-71.114456,1
2023-02-26 20:10:00,42.380062,-71.121925,42.377895,-71.11942,1
2023-02-26 20:15:00,42.377304,-71.115425,42.370373,-71.108315,1
2023-02-26 20:15:00,42.374054,-71.11748,42.375412,-71.105705,1
2023-02-26 20:20:00,42.37238,-71.11887,42.368332,-71.10707,1
2023-02-26 20:20:00,42.368008,-71.11423,42.382225,-71.11841,1
2023-02-26 20:25:00,42.370068,-71.107445,42.38581,-71.120476,1
2023-02-26 20:25:00,42.37678,-71.11549,42.38114,-71.1202,1
2023-02-26 20:30:00,42.366825,-71.12657,42.3813,-71.120125,1
2023-02-26 20:30:00,42.37456,-71.119576,42.380096,-71.1195,1
2023-02-26 20:35:00,42.371277,-71.103195,42.37663,-71.112335,1
2023-02-26 20:35:00,42.37431,-71.11391,42.382713,-71.12474,1
2023-02-26 20:40:00,42.37596,-71.11283,42.37834,-71.11452,1
2023-02-26 20:40:00,42.372864,-71.119026,42.37538,-71.10637,1
2023-02-26 20:45:00,42.379402,-71.11883,42.370667,-71.10867,1
2023-02-26 20:45:00,42.36737,-71.12128,42.372643,-71.10932,1
2023-02-26 20:50:00,42.369072,-71.11743,42.378094,-71.123184,1
2023-02-26 20:50:00,42.37675,-71.11845,42.379234,-71.11966,1
2023-02-26 20:55:00,42.36577,-71.12161,42.368805,-71.11538,1
2023-02-26 20:55:00,42.373684,-71.1189,42.380665,-71.120964,1
2023-02-26 21:00:00,42.368362,-71.12066,42.37194,-71.11379,1
2023-02-26 21:00:00,42.372757,-71.115105,42.380672,-71.12302,1
2023-02-26 21:05:00,42.366524,-71.1174,42.379128,-71.11229,1
2023-02-26 21:05:00,42.38324,-71.12178,42.371998,-71.11924,1
2023-02-26 21:10:00,42.365986,-71.1283,42.360962,-71.11599,1
2023-02-26 21:10:00,42.38204,-71.121185,42.37225,-71.10688,1
2023-02-26 21:15:00,42.375217,-71.11447,42.374195,-71.10921,1
2023-02-26 21:15:00,42.37575,-71.11121,42.374462,-71.113365,1
2023-02-26 21:20:00,42.369663,-71.11033,42.365204,-71.12383,1
2023-02-26 21:20:00,42.368687,-71.11284,42.38128,-71.12557,1
2023-02-26 21:25:00,42.372726,-71.11921,42.375755,-71.105865,1
2023-02-26 21:25:00,42.369465,-71.11648,42.36853,-71.11942,1
2023-02-26 21:30:00,42.36626,-71.11666,42.37469,-71.11869,1
2023-02-26 21:30:00,42.376877,-71.11839,42.375256,-71.12336,1
2023-02-26 21:35:00,42.365406,-71.108864,42.37816,-71.120674,1
2023-02-26 21:35:00,42.37854,-71.11815,42.374878,-71.112045,1
2023-02-26 21:40:00,42.374264,-71.11382,42.3702,-71.109436,1
2023-02-26 21:40:00,42.373894,-71.12521,42.369194,-71.112946,1
2023-02-26 21:45:00,42.373764,-71.120255,42.371964,-71.12514,1
2023-02-26 21:45:00,42.37077,-71.10524,42.369114,-71.11919,1
2023-02-26 21:50:00,42.37806,-71.11266,42.38266,-71.1109,1
2023-02-26 21:50:00,42.381344,-71.114,42.370647,-71.11322,1
2023-02-26 21:55:00,42.366226,-71.12035,42.37158,-71.11505,1
2023-02-26 21:55:00,42.366222,-71.11372,42.36884,-71.120094,1
2023-02-26 22:00:00,42.374752,-71.11748,42.36625,-71.107025,1
2023-02-26 22:00:00,42.36788,-71.12062,42.37407,-71.105415,1
2023-02-26 22:05:00,42.367855,-71.11981,42.376305,-71.12147,1
2023-02-26 22:05:00,42.366543,-71.122536,42.37709,-71.11431,1
2023-02-26 22:10:00,42.3743,-71.121864,42.374283,-71.11068,1
2023-02-26 22:10:00,42.37324,-71.11914,42.366047,-71.116234,1
2023-02-26 22:15:00,42.37624,-71.12334,42.375027,-71.11394,1
2023-02-26 22:15:00,42.374557,-71.11637,42.365837,-71.12792,1
2023-02-26 22:20:00,42.379135,-71.114456,42.370857,-71.112366,1
2023-02-26 22:20:00,42.378994,-71.12356,42.372936,-71.1148,1
2023-02-26 22:25:00,42.36809,-71.11806,42.375397,-71.11546,1
2023-02-26 22:25:00,42.367367,-71.12245,42.374493,-71.1146,1
2023-02-26 22:30:00,42.36651,-71.10832,42.378464,-71.11661,1
2023-02-26 22:30:00,42.38091,-71.11923,42.37465,-71.11251,1
2023-02-26 22:35:00,42.366993,-71.12322,42.37491,-71.12039,1
2023-02-26 22:35:00,42.379074,-71.11265,42.373184,-71.107796,1
2023-02-26 22:40:00,42.372192,-71.1121,42.37055,-71.11992,1
2023-02-26 22:40:00,42.367847,-71.121445,42.376255,-71.114784,1
2023-02-26 22:45:00,42.368534,-71.11742,42.380974,-71.12339,1
2023-02-26 22:45:00,42.37549,-71.11969,42.37766,-71.11276,1
